# m1_extract v1 — DERIVED DATA (a Modified Version), not an original work.
# Source:  Cremona ecdata, https://github.com/JohnCremona/ecdata
#          release tag 2026-04-22, commit 25cec5ecfec8b9f016eb1631ac633194c2bed39f
# License: Artistic License 2.0 (ecdata's LICENSE) — redistribution of Modified
#          Versions is permitted with this notice retained. (c) J. Cremona and
#          contributors. Raw-slice sha256s pinned in data/cremona/MANIFEST.json.
# Derived by: `at ecdata-extract --lo 2500 --hi 10000` (this repo).
# Contents: one primitive-isogeny-class representative per line — the rows Stage
#          M1 consumes; good-prime a_p is COMPUTED from the model, not stored.
# range 2500 10000
# LABEL N a1 a2 a3 a4 a6 RANK BAD(p:w,...|-)
9555m 9555 0 -1 1 -3250 113133 0 3:1,5:-1,7:-1,13:-1
9555n 9555 0 1 1 32087879 4016115100 0 3:-1,5:1,7:1,13:1
9555o 9555 0 1 1 -261 -37159 0 3:-1,5:1,7:1,13:1
9555p 9555 1 0 1 -1594 18911 1 3:-1,5:1,7:-1,13:1
9555q 9555 1 0 0 7349 -1330120 1 3:-1,5:1,7:-1,13:1
9555r 9555 0 1 1 -9326 -359089 0 3:-1,5:1,7:-1,13:-1
9555s 9555 0 1 1 -65 -556 0 3:-1,5:-1,7:1,13:-1
9555t 9555 0 1 1 5 4 0 3:-1,5:-1,7:-1,13:1
9555u 9555 1 0 1 -11443 393761 0 3:-1,5:-1,7:-1,13:1
9555v 9555 1 0 0 -1625 -25320 1 3:-1,5:-1,7:-1,13:-1
9557a 9557 1 -1 1 -6 -20 0 19:1,503:-1
9557b 9557 0 0 1 -1997 34349 0 19:1,503:-1
9557c 9557 0 0 1 -257 -2556 0 19:1,503:-1
9558a 9558 1 -1 0 -22533 -1297963 1 2:1,3:1,59:1
9558b 9558 1 -1 1 -2504 48907 1 2:-1,3:1,59:-1
9559a 9559 1 1 1 -62015 -5949426 0 11:-1,79:1
9559b 9559 1 1 0 -244 -1459 1 11:-1,79:-1
9559c 9559 1 0 1 -245 6411 1 11:-1,79:-1
9559d 9559 1 0 0 -16640 -827551 1 11:-1,79:-1
9559e 9559 0 1 1 1170 7057 1 11:-1,79:-1
9560a 9560 0 1 0 -345 2443 2 2:1,5:-1,239:1
9561a 9561 1 0 0 -1190869 -500299726 0 3:-1,3187:1
9561b 9561 0 1 1 -613 5968 1 3:-1,3187:-1
9562a 9562 1 0 1 2586 -1907656 0 2:1,7:-1,683:1
9562b 9562 1 0 0 8 24 1 2:-1,7:-1,683:1
9563a 9563 1 0 1 -1 -5 0 73:1,131:-1
9565a 9565 1 1 1 4 54 2 5:1,1913:-1
9565b 9565 1 0 0 -440 3467 1 5:-1,1913:-1
9566a 9566 1 -1 1 3 3 0 2:-1,4783:1
9568a 9568 0 0 0 -25 36 2 2:1,13:1,23:-1
9568b 9568 0 0 0 -1 -24 2 2:1,13:-1,23:1
9568c 9568 0 1 0 -16445 1033067 0 2:1,13:-1,23:1
9568d 9568 0 1 0 19 -37 0 2:1,13:-1,23:1
9568e 9568 0 0 0 -1 24 1 2:1,13:-1,23:-1
9568f 9568 0 -1 0 19 37 1 2:1,13:-1,23:-1
9568g 9568 0 -1 0 -317 2389 1 2:1,13:-1,23:-1
9568h 9568 0 -1 0 -9872 -374264 1 2:1,13:-1,23:-1
9568i 9568 0 0 0 -25 -36 0 2:-1,13:1,23:1
9568j 9568 0 1 0 -317 -2389 1 2:-1,13:-1,23:1
9568k 9568 0 1 0 -9872 374264 1 2:-1,13:-1,23:1
9568l 9568 0 -1 0 -16445 -1033067 0 2:-1,13:-1,23:-1
9570a 9570 1 1 0 -238 1342 1 2:1,3:1,5:1,11:-1,29:-1
9570b 9570 1 1 0 240917 116172157 1 2:1,3:1,5:1,11:-1,29:-1
9570ba 9570 1 0 0 -43311136 112223177216 0 2:-1,3:-1,5:1,11:1,29:-1
9570bb 9570 1 0 0 -486 -5340 0 2:-1,3:-1,5:1,11:-1,29:1
9570bc 9570 1 0 0 -116 0 1 2:-1,3:-1,5:1,11:-1,29:-1
9570bd 9570 1 0 0 -220 4400 1 2:-1,3:-1,5:-1,11:-1,29:1
9570c 9570 1 1 0 -73 253 1 2:1,3:1,5:1,11:-1,29:-1
9570d 9570 1 1 0 -228642 41985396 1 2:1,3:1,5:-1,11:1,29:-1
9570e 9570 1 1 0 -797 2301 0 2:1,3:1,5:-1,11:-1,29:-1
9570f 9570 1 0 1 -71419 7340276 0 2:1,3:-1,5:1,11:1,29:1
9570g 9570 1 0 1 -294 1336 1 2:1,3:-1,5:1,11:1,29:-1
9570h 9570 1 0 1 106 -8368 1 2:1,3:-1,5:1,11:-1,29:1
9570i 9570 1 0 1 26 56 1 2:1,3:-1,5:1,11:-1,29:1
9570j 9570 1 0 1 -280704859 1912156022246 0 2:1,3:-1,5:1,11:-1,29:-1
9570k 9570 1 0 1 -364 -2698 0 2:1,3:-1,5:1,11:-1,29:-1
9570l 9570 1 0 1 -238 13088 1 2:1,3:-1,5:-1,11:1,29:1
9570m 9570 1 0 1 -2750888 1755903638 1 2:1,3:-1,5:-1,11:1,29:1
9570n 9570 1 0 1 32 -52 0 2:1,3:-1,5:-1,11:1,29:-1
9570o 9570 1 0 1 -1128 14506 1 2:1,3:-1,5:-1,11:-1,29:-1
9570p 9570 1 0 1 -24338 -974812 1 2:1,3:-1,5:-1,11:-1,29:-1
9570q 9570 1 1 1 214 -151 1 2:-1,3:1,5:1,11:1,29:-1
9570r 9570 1 1 1 7614 53583 0 2:-1,3:1,5:1,11:-1,29:-1
9570s 9570 1 1 1 65 -763 1 2:-1,3:1,5:-1,11:1,29:1
9570t 9570 1 1 1 -7250 -240673 0 2:-1,3:1,5:-1,11:1,29:-1
9570u 9570 1 1 1 -71920 -7399855 0 2:-1,3:1,5:-1,11:1,29:-1
9570v 9570 1 1 1 33610 3183155 1 2:-1,3:1,5:-1,11:-1,29:-1
9570w 9570 1 1 1 -3625 1657367 1 2:-1,3:1,5:-1,11:-1,29:-1
9570x 9570 1 0 0 -101 -399 1 2:-1,3:-1,5:1,11:1,29:1
9570y 9570 1 0 0 -7371 251505 1 2:-1,3:-1,5:1,11:1,29:1
9570z 9570 1 0 0 319 -60339 0 2:-1,3:-1,5:1,11:1,29:-1
9571a 9571 0 -1 1 -42 -119 0 17:1,563:-1
9574a 9574 1 -1 0 -86 4852 1 2:1,4787:1
9574b 9574 1 -1 0 4 8 2 2:1,4787:-1
9574c 9574 1 0 1 -3 -10 0 2:1,4787:-1
9574d 9574 1 0 0 -586 5412 2 2:-1,4787:1
9574e 9574 1 0 0 -1009 13161 0 2:-1,4787:1
9576a 9576 0 0 0 -411 -2714 1 2:1,3:1,7:1,19:1
9576b 9576 0 0 0 -6663 -208710 0 2:1,3:1,7:1,19:-1
9576ba 9576 0 0 0 -215535 -30330862 1 2:-1,3:-1,7:-1,19:-1
9576bb 9576 0 0 0 -390 3197 1 2:-1,3:-1,7:-1,19:-1
9576c 9576 0 0 0 270 -3159 0 2:1,3:1,7:-1,19:1
9576d 9576 0 0 0 -65259 6356502 0 2:1,3:1,7:-1,19:1
9576e 9576 0 0 0 -75 54 1 2:1,3:1,7:-1,19:-1
9576f 9576 0 0 0 -2526 48865 1 2:1,3:1,7:-1,19:-1
9576g 9576 0 0 0 -8391 -295846 0 2:1,3:-1,7:1,19:1
9576h 9576 0 0 0 -318 1465 0 2:1,3:-1,7:1,19:1
9576i 9576 0 0 0 -390 -2959 1 2:1,3:-1,7:1,19:-1
9576j 9576 0 0 0 -1371 -18394 1 2:1,3:-1,7:1,19:-1
9576k 9576 0 0 0 -957918 360861545 1 2:1,3:-1,7:1,19:-1
9576l 9576 0 0 0 -759 2378 1 2:1,3:-1,7:-1,19:1
9576m 9576 0 0 0 -1623 -24950 0 2:1,3:-1,7:-1,19:-1
9576n 9576 0 0 0 -3699 73278 0 2:-1,3:1,7:1,19:1
9576o 9576 0 0 0 -59967 5635170 1 2:-1,3:1,7:1,19:-1
9576p 9576 0 0 0 30 117 1 2:-1,3:1,7:-1,19:1
9576q 9576 0 0 0 -7251 -235426 1 2:-1,3:1,7:-1,19:1
9576r 9576 0 0 0 -675 -1458 0 2:-1,3:1,7:-1,19:-1
9576s 9576 0 0 0 -22734 -1319355 0 2:-1,3:1,7:-1,19:-1
9576t 9576 0 0 0 -255 -1118 1 2:-1,3:-1,7:1,19:1
9576u 9576 0 0 0 2886 33077 0 2:-1,3:-1,7:1,19:-1
9576v 9576 0 0 0 -39234 1171613 0 2:-1,3:-1,7:1,19:-1
9576w 9576 0 0 0 -426 3341 2 2:-1,3:-1,7:1,19:-1
9576x 9576 0 0 0 -44598531 114606150766 0 2:-1,3:-1,7:1,19:-1
9576y 9576 0 0 0 330 -10523 0 2:-1,3:-1,7:-1,19:1
9576z 9576 0 0 0 366 -1955 0 2:-1,3:-1,7:-1,19:1
9578a 9578 1 -1 0 -29 -59 1 2:1,4789:1
9578b 9578 1 -1 1 -2161 -2015 2 2:-1,4789:1
9578c 9578 1 0 0 -75 241 2 2:-1,4789:1
9579a 9579 0 -1 1 -44 185 1 3:1,31:-1,103:-1
9580a 9580 0 1 0 -1201 -15576 0 2:-1,5:1,479:1
9580b 9580 0 1 0 -781 9375 0 2:-1,5:1,479:1
9581a 9581 0 0 1 -452 3698 1 11:1,13:1,67:1
9581b 9581 0 0 1 -146 369 0 11:1,13:-1,67:1
9583a 9583 0 -1 1 -49 257 0 7:1,37:-1
9583b 9583 0 -1 1 -67537 12221912 0 7:1,37:-1
9583c 9583 1 -1 1 -7102 -1684020 0 7:-1,37:1
9584a 9584 0 1 0 -112 468 1 2:-1,599:-1
9585a 9585 0 0 1 -513 1343 0 3:1,5:1,71:-1
9585b 9585 0 0 1 -324680493 -2251813448552 0 3:1,5:1,71:-1
9585c 9585 0 0 1 -2922124437 60798963110897 0 3:1,5:-1,71:1
9585d 9585 0 0 1 -57 -50 2 3:1,5:-1,71:1
9585e 9585 0 0 1 -5328 -149546 0 3:-1,5:1,71:1
9585f 9585 0 0 1 -47952 4037735 2 3:-1,5:-1,71:-1
9587a 9587 0 1 1 -12 13 1 9587:1
9588a 9588 0 -1 0 -17637 -895599 0 2:-1,3:1,17:1,47:1
9588b 9588 0 -1 0 -85 289 1 2:-1,3:1,17:-1,47:1
9588c 9588 0 -1 0 51 201 0 2:-1,3:1,17:-1,47:-1
9589a 9589 1 -1 0 -43 -94 0 43:1,223:-1
9590a 9590 1 1 0 -10003 391853 0 2:1,5:1,7:1,137:-1
9590b 9590 1 1 0 -82288 9051392 0 2:1,5:1,7:-1,137:1
9590c 9590 1 -1 0 -1709 -26587 1 2:1,5:-1,7:1,137:-1
9590d 9590 1 -1 0 -89 245 1 2:1,5:-1,7:1,137:-1
9590e 9590 1 -1 0 91 1813 1 2:1,5:-1,7:-1,137:1
9590f 9590 1 -1 1 -457753 120343081 0 2:-1,5:1,7:1,137:1
9590g 9590 1 0 0 -231 1225 1 2:-1,5:1,7:-1,137:1
9590h 9590 1 -1 1 -172687 27658199 0 2:-1,5:-1,7:1,137:-1
9590i 9590 1 -1 1 -260397 51223121 0 2:-1,5:-1,7:-1,137:1
9590j 9590 1 0 0 -25 -593 0 2:-1,5:-1,7:-1,137:1
9590k 9590 1 0 0 -3450 77710 0 2:-1,5:-1,7:-1,137:1
9590l 9590 1 1 1 -12480 531425 1 2:-1,5:-1,7:-1,137:-1
9591a 9591 1 1 0 100314 -1811889 0 3:1,23:-1,139:1
9591b 9591 0 -1 1 -2806 -56286 0 3:1,23:-1,139:1
9591c 9591 0 1 1 -69 -52 1 3:-1,23:-1,139:1
9594a 9594 1 -1 0 -202434 30930452 1 2:1,3:1,13:1,41:1
9594b 9594 1 -1 0 -12489 -534079 1 2:1,3:1,13:1,41:1
9594c 9594 1 -1 0 -3279 -71059 1 2:1,3:1,13:1,41:1
9594d 9594 1 -1 0 -240828 -46218160 1 2:1,3:1,13:1,41:1
9594e 9594 1 -1 0 -21 41 2 2:1,3:1,13:-1,41:1
9594f 9594 1 -1 0 -1491 -20683 0 2:1,3:-1,13:1,41:1
9594g 9594 1 -1 0 -6828 222416 1 2:1,3:-1,13:1,41:-1
9594h 9594 1 -1 0 -7218 -229932 1 2:1,3:-1,13:1,41:-1
9594i 9594 1 -1 0 -269640360 -1704148899008 0 2:1,3:-1,13:-1,41:-1
9594j 9594 1 -1 0 -585 -563 2 2:1,3:-1,13:-1,41:-1
9594k 9594 1 -1 1 -22493 -1138075 1 2:-1,3:1,13:1,41:-1
9594l 9594 1 -1 1 -1388 20243 1 2:-1,3:1,13:1,41:-1
9594m 9594 1 -1 1 -29513 1948105 1 2:-1,3:1,13:1,41:-1
9594n 9594 1 -1 1 -26759 1720703 1 2:-1,3:1,13:1,41:-1
9594o 9594 1 -1 1 -191 -917 0 2:-1,3:1,13:-1,41:-1
9594p 9594 1 -1 1 -302 -1843 1 2:-1,3:-1,13:1,41:1
9594q 9594 1 -1 1 -4898 309025 1 2:-1,3:-1,13:1,41:1
9594r 9594 1 -1 1 -81734 -2822043 1 2:-1,3:-1,13:1,41:1
9594s 9594 1 -1 1 -15233 -720367 0 2:-1,3:-1,13:1,41:-1
9594t 9594 1 -1 1 -1544 -54709 0 2:-1,3:-1,13:1,41:-1
9594u 9594 1 -1 1 7186 340733 0 2:-1,3:-1,13:1,41:-1
9595a 9595 0 1 1 19 90 0 5:1,19:-1,101:1
9595b 9595 0 1 1 -45431 -3742575 0 5:1,19:-1,101:1
9597a 9597 1 1 0 -465 3672 1 3:1,7:1,457:1
9597b 9597 0 -1 1 -5 2 2 3:1,7:1,457:-1
9597c 9597 1 1 0 -30 -9 0 3:1,7:1,457:-1
9597d 9597 1 1 1 -4199 102980 0 3:1,7:1,457:-1
9597e 9597 0 -1 1 -603 -5461 2 3:1,7:-1,457:1
9597f 9597 0 1 1 -17068654 6335304931 0 3:-1,7:1,457:1
9597g 9597 1 0 1 -1039 -12571 0 3:-1,7:-1,457:-1
9597h 9597 0 1 1 -784 8146 2 3:-1,7:-1,457:-1
9598a 9598 1 1 1 -416240 103189329 0 2:-1,4799:1
9598b 9598 1 1 1 -72 457 2 2:-1,4799:1
9598c 9598 1 -1 1 -99 -353 0 2:-1,4799:1
9598d 9598 1 1 1 -174 -1301 1 2:-1,4799:-1
9600a 9600 0 -1 0 -283 6187 1 2:1,3:1,5:1
9600b 9600 0 -1 0 -1758 -27738 1 2:1,3:1,5:1
9600ba 9600 0 1 0 -40583 -3160287 1 2:1,3:-1,5:-1
9600bb 9600 0 1 0 -1623 24633 1 2:1,3:-1,5:-1
9600bc 9600 0 1 0 -418 -3082 1 2:1,3:-1,5:-1
9600bd 9600 0 1 0 -18 18 1 2:1,3:-1,5:-1
9600be 9600 0 -1 0 617 107887 0 2:-1,3:1,5:1
9600bf 9600 0 -1 0 42 162 0 2:-1,3:1,5:1
9600bg 9600 0 -1 0 -7658 -247938 0 2:-1,3:1,5:1
9600bh 9600 0 -1 0 -83 -213 0 2:-1,3:1,5:1
9600bi 9600 0 -1 0 -158 -1938 0 2:-1,3:1,5:1
9600bj 9600 0 -1 0 -51783 4641687 0 2:-1,3:1,5:1
9600bk 9600 0 -1 0 117 261387 0 2:-1,3:1,5:1
9600bl 9600 0 -1 0 -158 -438 0 2:-1,3:1,5:1
9600bm 9600 0 -1 0 -15158 -700938 0 2:-1,3:1,5:1
9600bn 9600 0 -1 0 -3 27 1 2:-1,3:1,5:-1
9600bo 9600 0 -1 0 -38 -78 1 2:-1,3:1,5:-1
9600bp 9600 0 -1 0 -958 11662 1 2:-1,3:1,5:-1
9600bq 9600 0 -1 0 -1623 -24633 1 2:-1,3:1,5:-1
9600br 9600 0 -1 0 -10458 -364338 1 2:-1,3:1,5:-1
9600bs 9600 0 -1 0 -40583 3160287 1 2:-1,3:1,5:-1
9600bt 9600 0 -1 0 -458 3162 1 2:-1,3:1,5:-1
9600bu 9600 0 1 0 -1758 27738 1 2:-1,3:-1,5:1
9600bv 9600 0 1 0 -7658 247938 1 2:-1,3:-1,5:1
9600bw 9600 0 1 0 -83 213 1 2:-1,3:-1,5:1
9600bx 9600 0 1 0 217 -687 1 2:-1,3:-1,5:1
9600by 9600 0 1 0 117 -261387 1 2:-1,3:-1,5:1
9600bz 9600 0 1 0 -3 -27 0 2:-1,3:-1,5:-1
9600c 9600 0 -1 0 217 687 1 2:1,3:1,5:1
9600ca 9600 0 1 0 -10458 364338 0 2:-1,3:-1,5:-1
9600cb 9600 0 1 0 -583 -5287 0 2:-1,3:-1,5:-1
9600cc 9600 0 1 0 -23 33 0 2:-1,3:-1,5:-1
9600cd 9600 0 1 0 -458 -3162 0 2:-1,3:-1,5:-1
9600d 9600 0 -1 0 -883 10387 1 2:1,3:1,5:1
9600e 9600 0 -1 0 -208258 -36511238 1 2:1,3:1,5:1
9600f 9600 0 -1 0 -258 -738 1 2:1,3:1,5:1
9600g 9600 0 -1 0 117 387 1 2:1,3:1,5:1
9600h 9600 0 -1 0 -83 -3213 0 2:1,3:1,5:-1
9600i 9600 0 -1 0 -418 3082 0 2:1,3:1,5:-1
9600j 9600 0 -1 0 -18 -18 0 2:1,3:1,5:-1
9600k 9600 0 -1 0 -583 5287 0 2:1,3:1,5:-1
9600l 9600 0 -1 0 -23 -33 2 2:1,3:1,5:-1
9600m 9600 0 1 0 -283 -6187 0 2:1,3:-1,5:1
9600n 9600 0 1 0 -258 738 0 2:1,3:-1,5:1
9600o 9600 0 1 0 -158 1938 0 2:1,3:-1,5:1
9600p 9600 0 1 0 -51783 -4641687 0 2:1,3:-1,5:1
9600q 9600 0 1 0 617 -107887 0 2:1,3:-1,5:1
9600r 9600 0 1 0 -883 -10387 0 2:1,3:-1,5:1
9600s 9600 0 1 0 42 -162 0 2:1,3:-1,5:1
9600t 9600 0 1 0 -208258 36511238 0 2:1,3:-1,5:1
9600u 9600 0 1 0 -15158 700938 0 2:1,3:-1,5:1
9600v 9600 0 1 0 117 -387 0 2:1,3:-1,5:1
9600w 9600 0 1 0 -158 438 0 2:1,3:-1,5:1
9600x 9600 0 1 0 -958 -11662 1 2:1,3:-1,5:-1
9600y 9600 0 1 0 -83 3213 1 2:1,3:-1,5:-1
9600z 9600 0 1 0 -38 78 1 2:1,3:-1,5:-1
9603a 9603 0 0 1 -606 -6147 0 3:-1,11:1,97:1
9603b 9603 1 -1 0 -2691 -51840 0 3:-1,11:1,97:1
9603c 9603 1 -1 0 -297 -1760 1 3:-1,11:1,97:-1
9603d 9603 0 0 1 22299 -2623676 1 3:-1,11:1,97:-1
9603e 9603 0 0 1 -8155128 8963844075 1 3:-1,11:-1,97:1
9603f 9603 1 -1 1 -131 -358 1 3:-1,11:-1,97:1
9603g 9603 1 -1 0 -117 -216 0 3:-1,11:-1,97:-1
9603h 9603 1 -1 1 -1040 -9894 2 3:-1,11:-1,97:-1
9605a 9605 1 -1 0 -1000 -11925 1 5:1,17:-1,113:-1
9605b 9605 0 1 1 -1466 -16299 1 5:1,17:-1,113:-1
9605c 9605 0 -1 1 -5 1 0 5:-1,17:-1,113:-1
9606a 9606 1 1 0 -26 -42 1 2:1,3:1,1601:1
9606b 9606 1 0 1 -422 3296 1 2:1,3:-1,1601:-1
9606c 9606 1 0 0 202 420 1 2:-1,3:-1,1601:1
9606d 9606 1 0 0 -65 -207 0 2:-1,3:-1,1601:-1
9610a 9610 1 1 1 -101886 -12817861 1 2:-1,5:1,31:-1
9610b 9610 1 0 0 -63446 6349540 1 2:-1,5:1,31:-1
9611a 9611 0 1 1 -57 151 0 7:1,1373:-1
9614a 9614 1 1 0 -327228 68465744 1 2:1,11:1,19:1,23:1
9614b 9614 1 1 0 -649 5445 0 2:1,11:-1,19:1,23:1
9614c 9614 1 -1 0 -22990946 -42425125228 1 2:1,11:-1,19:1,23:-1
9614d 9614 1 -1 0 -124706 16981396 1 2:1,11:-1,19:1,23:-1
9614e 9614 1 1 1 -1821 -12823 1 2:-1,11:1,19:-1,23:1
9614f 9614 1 0 0 -640 6144 1 2:-1,11:-1,19:1,23:1
9614g 9614 1 -1 1 -412 -2497 1 2:-1,11:-1,19:-1,23:-1
9615a 9615 1 1 0 8 1 1 3:1,5:-1,641:-1
9615b 9615 1 1 1 -1085 20432 1 3:1,5:-1,641:-1
9615c 9615 1 0 1 -8694 293851 0 3:-1,5:1,641:1
9615d 9615 1 0 0 -4295 270462 2 3:-1,5:-1,641:-1
9616a 9616 0 0 0 -211 1170 1 2:-1,601:-1
9617a 9617 1 0 1 -135 -615 1 59:1,163:1
9618a 9618 1 1 0 -131621 18359565 1 2:1,3:1,7:1,229:1
9618b 9618 1 1 0 -1337010 596830644 0 2:1,3:1,7:1,229:-1
9618c 9618 1 1 0 -1200 -16506 0 2:1,3:1,7:-1,229:1
9618d 9618 1 1 0 -227 1323 1 2:1,3:1,7:-1,229:-1
9618e 9618 1 0 1 -23997 -1426754 1 2:1,3:-1,7:-1,229:1
9618f 9618 1 0 1 3 40 1 2:1,3:-1,7:-1,229:1
9618g 9618 1 0 1 -31 50 0 2:1,3:-1,7:-1,229:-1
9618h 9618 1 0 1 -4777 -127462 0 2:1,3:-1,7:-1,229:-1
9618i 9618 1 0 1 4210 -20680 0 2:1,3:-1,7:-1,229:-1
9618j 9618 1 1 1 -12656 541361 0 2:-1,3:1,7:1,229:1
9618k 9618 1 1 1 -216138 38615895 1 2:-1,3:1,7:1,229:-1
9618l 9618 1 1 1 8 17 1 2:-1,3:1,7:1,229:-1
9618m 9618 1 1 1 -903 9693 1 2:-1,3:1,7:-1,229:1
9618n 9618 1 1 1 -25 -601 1 2:-1,3:1,7:-1,229:1
9618o 9618 1 1 1 -111 405 1 2:-1,3:1,7:-1,229:1
9618p 9618 1 0 0 -333 -2367 0 2:-1,3:-1,7:1,229:-1
9618q 9618 1 0 0 73 2799 0 2:-1,3:-1,7:1,229:-1
9620a 9620 0 1 0 -801 8464 2 2:-1,5:1,13:1,37:1
9620b 9620 0 1 0 -3341 52559 0 2:-1,5:1,13:-1,37:-1
9622a 9622 1 -1 0 -25634 -1504876 1 2:1,17:1,283:1
9622b 9622 1 -1 0 -136 -578 1 2:1,17:1,283:1
9622c 9622 1 -1 0 -365 2853 0 2:1,17:1,283:-1
9622d 9622 1 1 0 -414820 102661584 1 2:1,17:-1,283:-1
9624a 9624 0 -1 0 -1908 32724 1 2:1,3:1,401:1
9624b 9624 0 -1 0 -48 156 2 2:1,3:1,401:-1
9624c 9624 0 1 0 -68 -58416 1 2:1,3:-1,401:-1
9624d 9624 0 1 0 28 -48 1 2:1,3:-1,401:-1
9624e 9624 0 -1 0 -2880 -58644 0 2:-1,3:1,401:1
9624f 9624 0 -1 0 -56504 5220828 1 2:-1,3:1,401:-1
9624g 9624 0 1 0 -3 6 1 2:-1,3:-1,401:1
9624h 9624 0 1 0 -19 62 1 2:-1,3:-1,401:1
9626a 9626 1 1 1 -153 -793 1 2:-1,4813:-1
9627a 9627 0 -1 1 6 11 1 3:1,3209:1
9627b 9627 0 1 1 -398 -3193 1 3:-1,3209:-1
9628a 9628 0 -1 0 -37 30 0 2:-1,29:-1,83:-1
9630a 9630 1 -1 0 -5820 -163504 2 2:1,3:1,5:1,107:-1
9630b 9630 1 -1 0 -37329 -2766115 0 2:1,3:1,5:-1,107:1
9630c 9630 1 -1 0 -1704 -27072 0 2:1,3:1,5:-1,107:1
9630d 9630 1 -1 0 -4995 -134379 0 2:1,3:-1,5:1,107:1
9630e 9630 1 -1 0 -90 256 2 2:1,3:-1,5:1,107:1
9630f 9630 1 -1 0 -298890 -17714700 0 2:1,3:-1,5:1,107:1
9630g 9630 1 -1 0 -135 675 0 2:1,3:-1,5:1,107:1
9630h 9630 1 -1 0 -1260 14800 1 2:1,3:-1,5:1,107:-1
9630i 9630 1 -1 0 -4725 125761 1 2:1,3:-1,5:1,107:-1
9630j 9630 1 -1 0 30276 2771280 1 2:1,3:-1,5:-1,107:1
9630k 9630 1 -1 1 -4148 103831 1 2:-1,3:1,5:1,107:-1
9630l 9630 1 -1 1 -15338 746281 1 2:-1,3:1,5:1,107:-1
9630m 9630 1 -1 1 -647 6271 1 2:-1,3:1,5:-1,107:1
9630n 9630 1 -1 1 -3278 -71459 0 2:-1,3:-1,5:1,107:-1
9630o 9630 1 -1 1 5053 238659 0 2:-1,3:-1,5:-1,107:1
9630p 9630 1 -1 1 -1517 23109 0 2:-1,3:-1,5:-1,107:1
9630q 9630 1 -1 1 -92 -341 0 2:-1,3:-1,5:-1,107:1
9632a 9632 0 0 0 -104 -432 0 2:1,7:1,43:-1
9632b 9632 0 1 0 -64 -260 0 2:1,7:1,43:-1
9632c 9632 0 1 0 86 0 0 2:1,7:1,43:-1
9632d 9632 0 0 0 -5 -44 0 2:1,7:-1,43:1
9632e 9632 0 0 0 -5 44 1 2:-1,7:1,43:-1
9632f 9632 0 0 0 -104 432 1 2:-1,7:-1,43:1
9632g 9632 0 -1 0 -64 260 1 2:-1,7:-1,43:1
9632h 9632 0 -1 0 86 0 1 2:-1,7:-1,43:1
9633a 9633 1 1 1 -426 -4620 1 3:1,13:1,19:1
9633b 9633 0 -1 1 48 119 1 3:1,13:1,19:1
9633c 9633 1 1 1 941411 -96177112 0 3:1,13:1,19:-1
9633d 9633 0 -1 1 -394 3447 0 3:1,13:1,19:-1
9633e 9633 0 -1 1 8056 294296 0 3:1,13:1,19:-1
9633f 9633 0 1 1 -7323 -475549 0 3:-1,13:1,19:1
9633g 9633 0 1 1 -24899 -1747612 0 3:-1,13:1,19:1
9633h 9633 0 1 1 -158916 26692553 0 3:-1,13:1,19:1
9633i 9633 0 1 1 -3098 -67414 0 3:-1,13:1,19:1
9633j 9633 0 1 1 -43 -230 1 3:-1,13:1,19:-1
9633k 9633 0 1 1 -901 54604 1 3:-1,13:1,19:-1
9633l 9633 0 1 1 -147 -841 1 3:-1,13:1,19:-1
9633m 9633 1 0 0 -257 -1392 1 3:-1,13:1,19:-1
9633n 9633 1 0 0 -883282 -340743079 1 3:-1,13:1,19:-1
9633o 9633 0 1 1 -523618 -146013617 1 3:-1,13:1,19:-1
9633p 9633 0 1 1 3324 -83131 1 3:-1,13:1,19:-1
9633q 9633 0 1 1 17148374 126878190742 1 3:-1,13:1,19:-1
9633r 9633 0 1 1 -940 11860 1 3:-1,13:1,19:-1
9634a 9634 1 1 1 -42 55 2 2:-1,4817:1
9634b 9634 1 0 0 -40 94 1 2:-1,4817:-1
9634c 9634 1 0 0 -564949 -40102943 1 2:-1,4817:-1
9634d 9634 1 0 0 -103 393 1 2:-1,4817:-1
9635a 9635 0 -1 1 -16 31 0 5:1,41:1,47:-1
9636a 9636 0 1 0 187 -828 1 2:-1,3:-1,11:1,73:1
9636b 9636 0 1 0 11 -121 1 2:-1,3:-1,11:-1,73:-1
9638a 9638 1 0 1 30 -400 1 2:1,61:-1,79:-1
9638b 9638 1 1 1 -117 427 2 2:-1,61:1,79:1
9639a 9639 1 -1 0 9 210 1 3:1,7:1,17:1
9639b 9639 1 -1 1 -5 14 1 3:1,7:-1,17:-1
9639c 9639 1 -1 1 79 -5750 1 3:-1,7:1,17:-1
9639d 9639 1 -1 0 -42 -343 1 3:-1,7:-1,17:1
9640a 9640 0 0 0 -122 -11 1 2:-1,5:-1,241:1
9640b 9640 0 0 0 -67 174 0 2:-1,5:-1,241:-1
9642a 9642 1 1 0 16 108 1 2:1,3:1,1607:1
9645a 9645 0 -1 1 -1411 -19233 0 3:1,5:1,643:-1
9645b 9645 0 1 1 -301 -2114 0 3:-1,5:1,643:1
9645c 9645 1 0 1 -3464 -77839 0 3:-1,5:1,643:1
9646a 9646 1 0 1 1539 4176 1 2:1,7:1,13:1,53:1
9646b 9646 1 0 1 3034 34680 0 2:1,7:1,13:1,53:-1
